epsilon = 0.3
learning_rate = 0.05
discount_rate = 0.99
lambda = 0.5

T = 0.1
step,SARSA,Q_learning,double_Q_learning,QV_learning,std_SARSA,std_Q,std_double_Q,std_QV
624,24,19,9,10,0,0,0,0
625,46,20,8,9,0,0,0,0
626,14,18,38,21,0,0,0,0
627,22,9,18,20,0,0,0,0
628,29,12,10,11,0,0,0,0
629,42,17,19,12,0,0,0,0
630,18,17,23,23,0,0,0,0
631,15,26,8,17,0,0,0,0
632,48,12,13,14,0,0,0,0
633,2,16,40,11,0,0,0,0
634,28,10,16,16,0,0,0,0
635,12,13,31,19,0,0,0,0
636,17,32,172,18,0,0,0,0
637,15,20,11,11,0,0,0,0
638,26,17,10,4,0,0,0,0
639,33,6,15,17,0,0,0,0
640,2,11,13,17,0,0,0,0
641,51,14,521,10,0,0,0,0
642,12,11,12,2,0,0,0,0
643,14,13,14,15,0,0,0,0
644,34,13,42,9,0,0,0,0
645,148,22,25,19,0,0,0,0
646,18,5,12,8,0,0,0,0
647,23,16,29,11,0,0,0,0
648,29,13,60,9,0,0,0,0
649,32,20,11,6,0,0,0,0
650,44,18,8,19,0,0,0,0
651,108,13,5,10,0,0,0,0
652,9,19,17,14,0,0,0,0
653,49,16,10,15,0,0,0,0
654,30,19,10,8,0,0,0,0
655,15,13,11,18,0,0,0,0
656,25,8,23,21,0,0,0,0
657,21,13,12,13,0,0,0,0
658,23,21,34,13,0,0,0,0
659,17,19,16,11,0,0,0,0
660,12,19,9,15,0,0,0,0
661,20,13,13,16,0,0,0,0
662,2,21,13,14,0,0,0,0
663,13,17,11,11,0,0,0,0
664,18,25,10,21,0,0,0,0
665,25,19,15,19,0,0,0,0
666,15,18,15,13,0,0,0,0
667,53,10,10,10,0,0,0,0
668,29,17,12,18,0,0,0,0
669,33,10,17,20,0,0,0,0
670,12,14,60,21,0,0,0,0
671,15,18,10,10,0,0,0,0
672,299,21,14,17,0,0,0,0
673,21,17,10,20,0,0,0,0
674,16,11,25,7,0,0,0,0
675,15,3,28,12,0,0,0,0
676,40,12,9,20,0,0,0,0
677,26,12,10,16,0,0,0,0
678,41,21,24,15,0,0,0,0
679,16,13,11,12,0,0,0,0
680,28,11,13,7,0,0,0,0
681,83,14,27,17,0,0,0,0
682,83,19,9,19,0,0,0,0
683,43,20,17,15,0,0,0,0
684,17,8,15,12,0,0,0,0
685,16,14,2,21,0,0,0,0
686,36,15,9,11,0,0,0,0
687,24,20,71,13,0,0,0,0
688,13,13,17,13,0,0,0,0
689,32,23,16,14,0,0,0,0
690,38,19,88,4,0,0,0,0
691,11,18,12,20,0,0,0,0
692,45,21,12,18,0,0,0,0
693,18,12,19,11,0,0,0,0
694,16,33,19,15,0,0,0,0
695,5,12,11,14,0,0,0,0
696,36,7,14,18,0,0,0,0
697,30,12,16,9,0,0,0,0
698,45,18,26,13,0,0,0,0
699,18,19,24,23,0,0,0,0
700,44,13,13,18,0,0,0,0
701,47,4,17,7,0,0,0,0
702,8,7,8,12,0,0,0,0
703,28,6,11,20,0,0,0,0
704,25,17,14,18,0,0,0,0
705,18,20,31,20,0,0,0,0
706,26,10,24,21,0,0,0,0
707,20,6,20,14,0,0,0,0
708,18,21,8,20,0,0,0,0
709,2,21,17,6,0,0,0,0
710,29,14,42,13,0,0,0,0
711,94,19,34,11,0,0,0,0
712,31,14,18,9,0,0,0,0
713,126,10,11,12,0,0,0,0
714,42,9,24,20,0,0,0,0
715,37,22,23,15,0,0,0,0
716,46,13,22,2,0,0,0,0
717,30,10,13,10,0,0,0,0
718,24,18,8,12,0,0,0,0
719,4,12,13,10,0,0,0,0
720,17,16,18,11,0,0,0,0
721,18,11,12,16,0,0,0,0
722,19,20,14,10,0,0,0,0
723,22,17,16,11,0,0,0,0
724,27,23,14,20,0,0,0,0
725,30,42,10,13,0,0,0,0
726,38,13,10,13,0,0,0,0
727,107,15,2,7,0,0,0,0
728,44,7,15,10,0,0,0,0
729,13,12,11,21,0,0,0,0
730,72,15,8,17,0,0,0,0
731,37,18,18,20,0,0,0,0
732,10,9,9,9,0,0,0,0
733,38,5,13,12,0,0,0,0
734,32,14,17,11,0,0,0,0
735,32,3,4,9,0,0,0,0
